triple_id,head_id,head,relation,value,chapter_no,chunk_id,subj_suspect
T1723,1094,হরমোন,কাজ,কোষে উৎপন্ন হয় এবং উৎপত্তিস্থল থেকে বাহিত হয়ে দূরবতী স্থানের কোষ বা কোষপুঞ্জের কার্যাবলি নিয়ন্ত্রণ,10,9-10-biology_secondary-10-7,False
T1724,1094,হরমোন,প্রকার,রাসায়নিক উপাদান,10,9-10-biology_secondary-10-7,False
T1725,656,ফাইটোহরমোন,কারণ,উদ্ভিদ হরমোনকে ফাইটোহরমোন বলা হয়,10,9-10-biology_secondary-10-7,False
T1726,821,মানবদেহের কয়েকটি মুখ্য নালিবিহীন গ্রন্থি,কাজ,নিঃসৃত হরমোন,10,9-10-biology_secondary-10-70,False
T1727,565,পিটুইটারি গ্রন্থি,অবস্থান,হাইপোফাইসিস মস্তিষ্কের নিচের অংশে,10,9-10-biology_secondary-10-71,False
T1728,565,পিটুইটারি গ্রন্থি,কাজ,মানবদেহের প্রধান হরমোন উৎপাদনকারী গ্রন্থি,10,9-10-biology_secondary-10-71,False
T1729,565,পিটুইটারি গ্রন্থি,কারণ,হরমোন সংখ্যায় বেশি এবং অন্যান্য গ্রন্থির উপর প্রভাব বেশি,10,9-10-biology_secondary-10-71,False
T1730,565,পিটুইটারি গ্রন্থি,অংশ,"গোনাডোট্রপিক, সোমাটোট্রপিক, থাইরয়েড উদ্দীপক হরমোন, এডরেনোকর্টিকোট্রপিক ইত্যাদি হরমোন নিঃসৃত হয়",10,9-10-biology_secondary-10-71,False
T1731,447,থাইরয়েড গ্রন্থি,অবস্থান,গলায় ট্রাকিয়ার উপরের অংশে,10,9-10-biology_secondary-10-72,False
T1732,447,থাইরয়েড গ্রন্থি,কাজ,থাইরক্সিন নিঃসরণ,10,9-10-biology_secondary-10-72,False
T1733,446,থাইরক্সিন,কাজ,"মানবদেহে স্বাভাবিক বৃদ্ধি, বিপাকীয় কাজ নিয়ন্ত্রণ",10,9-10-biology_secondary-10-72,False
T1734,447,থাইরয়েড গ্রন্থি,কারণ,ক্যালসিটোনিন নিঃসরণ,10,9-10-biology_secondary-10-72,False
T1735,226,ক্যালসিটোনিন,কাজ,ক্যালসিয়াম বিপাকের সাথে জড়িত,10,9-10-biology_secondary-10-72,False
T1736,598,প্যারাথাইরয়েড গ্রন্থি,অবস্থান,থাইরয়েড গ্রন্থির পিছনে,10,9-10-biology_secondary-10-73,False
T1737,598,প্যারাথাইরয়েড গ্রন্থি,কাজ,ক্যালসিয়াম এবং ফসফরাসের বিপাক নিয়ন্ত্রণ,10,9-10-biology_secondary-10-73,False
T1738,444,থাইমাস গ্রন্থি,অবস্থান,গ্রীবা অঞ্চল,10,9-10-biology_secondary-10-74,False
T1739,444,থাইমাস গ্রন্থি,কাজ,দেহের রোগ প্রতিরোধ ক্ষমতা বিকাশে সাহায্য,10,9-10-biology_secondary-10-74,False
T1740,444,থাইমাস গ্রন্থি,কারণ,শিশুকালে বিকশিত থাকে পরে বয়োবৃদ্ধির সাথে সাথে ছোট হয়ে যায়,10,9-10-biology_secondary-10-74,False
T1741,444,থাইমাস গ্রন্থি,কারণ,থেকে থাইমোসিন নিঃসরণ হয়,10,9-10-biology_secondary-10-74,False
T1742,445,থাইমোসিন,পরিমাণ,০.১%,10,9-10-biology_secondary-10-74,False
T1743,103,আ্যা�ডরেনাল গ্রন্থি,অবস্থান,কিডনির ওপরে,10,9-10-biology_secondary-10-75,False
T1744,92,আ্যাডরেনাল গ্রন্থি,কাজ,দেহের অত্যাবশ্যকীয় বিপাকীয় কার্যকলাপ নিয়ন্ত্রণ,10,9-10-biology_secondary-10-75,False
T1745,92,আ্যাডরেনাল গ্রন্থি,কারণ,মূলত কঠিন মানসিক ও শারীরিক চাপ থেকে পরিত্রাণ,10,9-10-biology_secondary-10-75,False
T1746,93,আ্যাডরেনালিন,প্রতিরোধ,৪01০1181110,10,9-10-biology_secondary-10-75,False
T1747,203,কোষ,কাজ,ইনসুলিন ও গলুকাগন নিঃসরণ,10,9-10-biology_secondary-10-76,False
T1748,854,মেয়েদের ডিম্বাশয়,অবস্থান,জনন অঙ্গ,10,9-10-biology_secondary-10-77,False
T1749,333,ছেলেদের শুক্লাশয়,অবস্থান,জনন অঙ্গ,10,9-10-biology_secondary-10-77,False
T1750,337,জনন অঙ্গ,কাজ,লক্ষণগুলো বিকশিত করা,10,9-10-biology_secondary-10-77,False
T1751,337,জনন অঙ্গ,কাজ,জননচক্র নিয়ন্ত্রণ,10,9-10-biology_secondary-10-77,False
T1752,337,জনন অঙ্গ,কাজ,যৌন আচরণ নিয়ন্ত্রণ,10,9-10-biology_secondary-10-77,False
T1753,337,জনন অঙ্গ,কারণ,পরিণত বয়সের পুরুষ-দেহে টেস্টোস্টেরন হরমোন উৎপন্ন হওয়া,10,9-10-biology_secondary-10-77,False
T1754,337,জনন অঙ্গ,কারণ,পরিণত বয়সের স্ত্রী-দেহে ইস্ট্রোজেন হরমোন উৎপন্ন হওয়া,10,9-10-biology_secondary-10-77,False
T1755,629,প্রাণরস,পরিমাণ,১০.৫,10,9-10-biology_secondary-10-77,False
T1756,448,থাইরয়েড হরমোনের ঘাটতি,কারণ,শিশুদের মানসিক বিকাশ বাধা,10,9-10-biology_secondary-10-79,False
T1757,448,থাইরয়েড হরমোনের ঘাটতি,লক্ষণ,গায়ের চামড়া খসখসে হয়,10,9-10-biology_secondary-10-79,False
T1758,448,থাইরয়েড হরমোনের ঘাটতি,লক্ষণ,মুখমণ্ডল গোলাকার,10,9-10-biology_secondary-10-79,False
T1759,448,থাইরয়েড হরমোনের ঘাটতি,লক্ষণ,চেহারায় স্বাভাবিক শিশুদের থেকে বৈসাদৃশ্য থাকে,10,9-10-biology_secondary-10-79,False
T1760,77,আয়োডিনের অভাব,কারণ,খাদ্যে আয়োডিনযুক্ত লবণ ব্যবহার,10,9-10-biology_secondary-10-79,False
T1761,77,আয়োডিনের অভাব,কারণ,শিশুদের বৃদ্ধির বিকাশ কমে যায়,10,9-10-biology_secondary-10-79,False
T1762,545,পসটুলেটেড হরমোন,প্রকার,20500198090 17011101165,10,9-10-biology_secondary-10-8,False
T1763,545,পসটুলেটেড হরমোন,কাজ,উদ্ভিদের ফুল ও জনন সংশ্লিষ্ট অঙ্গের বিকাশে সাহায্য,10,9-10-biology_secondary-10-8,False
T1764,681,ফ্লোরিজেন,প্রকার,৮1011561,10,9-10-biology_secondary-10-8,False
T1765,772,ভার্নালিন,প্রকার,ঘ91081110,10,9-10-biology_secondary-10-8,False
T1766,681,ফ্লোরিজেন,কাজ,পাতায় উৎপন্ন হয় এবং তা পত্রমূলে স্থানান্তরিত হয়ে পত্রমুকুলকে পুষ্পমুকুলে রূপান্তরিত করে,10,9-10-biology_secondary-10-8,False
T1767,681,ফ্লোরিজেন,কাজ,উদ্ভিদে ফুল ফোটাতে সাহায্য করে,10,9-10-biology_secondary-10-8,False
T1768,112,ইনসুলিন,কাজ,শর্করা পরিপাক বেড়ে যাওয়া এবং গ্লুকোজ নির্গত হওয়া,10,9-10-biology_secondary-10-81,False
T1769,408,ডায়াবেটিস,কারণ,ইনসুলিন নেই বা অপরিমিত,10,9-10-biology_secondary-10-81,False
T1770,386,টাইপ-2 ডায়াবেটিস,কারণ,আংশিকভাবে ইনসুলিন তৈরি হয়,10,9-10-biology_secondary-10-81,False
T1771,113,ইনসুলিনের ঘাটতি,কারণ,স্থায়ী ঘাটতি হয়ে যেতে পারে,10,9-10-biology_secondary-10-82,False
T1772,113,ইনসুলিনের ঘাটতি,কারণ,বিভিন্ন অসুখ বা চিকিৎসাপদ্ধতির অংশ হিসেবে সেই সব ওঁষধ বন্ধ রাখতে হতে পারে,10,9-10-biology_secondary-10-82,False
T1773,912,রোগ,কারণ,বংশগতি এবং পরিবেশের প্রভাবে হয়ে থাকে,10,9-10-biology_secondary-10-82,False
T1774,912,রোগ,লক্ষণ,সাধারণত বংশগতি এবং পরিবেশের প্রভাবে হয়ে থাকে,10,9-10-biology_secondary-10-82,False
T1775,912,রোগ,লক্ষণ,ঘন-ঘন প্রস্রাব হওয়া,10,9-10-biology_secondary-10-83,False
T1776,912,রোগ,লক্ষণ,অধিক পিপাসা লাগা,10,9-10-biology_secondary-10-83,False
T1777,912,রোগ,লক্ষণ,ক্ষুধা বেড়ে যাওয়া,10,9-10-biology_secondary-10-83,False
T1778,912,রোগ,লক্ষণ,পর্যাপ্ত খাবার খাওয়া সত্ত্বেও দেহের ওজন কমতে থাকা,10,9-10-biology_secondary-10-83,False
T1779,912,রোগ,লক্ষণ,দুর্বল বোধ করা,10,9-10-biology_secondary-10-83,False
T1780,912,রোগ,লক্ষণ,চোখে কম দেখা,10,9-10-biology_secondary-10-83,False
T1781,912,রোগ,লক্ষণ,চামড়া খসখসে ও রুক্ষ হয়ে যাওয়া,10,9-10-biology_secondary-10-83,False
T1782,912,রোগ,লক্ষণ,ক্ষতস্থান সহজে না শুকানো,10,9-10-biology_secondary-10-83,False
T1783,912,রোগ,কারণ,বয়স্কদের বাস্তব লক্ষণ প্রকাশ না করার ধারণা,10,9-10-biology_secondary-10-84,False
T1784,912,রোগ,কারণ,ছোট-বড় সব বয়সে হতে পারার ধারণা,10,9-10-biology_secondary-10-84,False
T1785,912,রোগ,কারণ,"কায়িক পরিশ্রম করেন না, দিনের বেশির ভাগ সময় বসে কাজ করেন অথবা অলস জীবন যাপন করেন ব্যক্তিদের আশঙ্কা বেশি",10,9-10-biology_secondary-10-84,False
T1786,912,রোগ,কারণ,স্থূলকায় ব্যক্তিদের আশঙ্কা বেশি,10,9-10-biology_secondary-10-84,False
T1787,912,রোগ,কারণ,"বংশগতভাবে বাবা, মা, দাদা, দাদির রোগ থাকার আশঙ্কা বেশি",10,9-10-biology_secondary-10-84,False
T1788,912,রোগ,কারণ,ইনসুলিন উৎপাদন কম হওয়া শিশুর আশঙ্কা বেশি,10,9-10-biology_secondary-10-84,False
T1789,913,রোগী,অবস্থান,বেশি গ্লুকোজ বা কম গ্লুকোজ রক্তে,10,9-10-biology_secondary-10-88,False
T1790,1070,স্ট্রোক,অবস্থান,মস্তিষ্কে,10,9-10-biology_secondary-10-90,False
T1791,1070,স্ট্রোক,কারণ,উচ্চ রক্তচাপ,10,9-10-biology_secondary-10-90,False
T1792,1070,স্ট্রোক,কারণ,মস্তিষ্কের রক্তক্ষরণ,10,9-10-biology_secondary-10-90,False
T1793,443,ত্যাগের সুব্যবস্থা,কাজ,করা,10,9-10-biology_secondary-10-93,False
T1794,542,পরিষ্কার-পরিচ্ছন্ন,কাজ,রাখা,10,9-10-biology_secondary-10-93,False
T1795,528,পথ্যের ব্যবস্থা,কাজ,নিশ্চিত করা,10,9-10-biology_secondary-10-93,False
T1796,484,ধূমপান,প্রতিরোধ,পরিহার করা,10,9-10-biology_secondary-10-94,False
T1797,128,উচ্চ রক্তচাপের ব্যক্তি,প্রতিরোধ,উচ্চ রক্তচাপ নিয়ন্ত্রণে রাখা,10,9-10-biology_secondary-10-94,False
T1798,409,ডায়াবেটিসের ব্যক্তি,প্রতিরোধ,নিয়মিত ওঁষধ সেবন করা,10,9-10-biology_secondary-10-94,False
T1799,465,দুশ্চিন্তামুন্ত,প্রতিরোধ,সুন্দর এবং স্বাভাবিক জীবন যাপন করা,10,9-10-biology_secondary-10-94,False
T1800,599,প্যারালাইসিস,কারণ,মস্তিষ্কের কোনো অংশের ক্ষতি,10,9-10-biology_secondary-10-95,False
T1801,599,প্যারালাইসিস,কাজ,সংবেদন গ্রহণকারী পেশিগুলো কার্যকারিতা হারিয়ে ফেলে,10,9-10-biology_secondary-10-95,False
T1802,599,প্যারালাইসিস,লক্ষণ,শরীরের একপাশে কোনো অঙ্গ অথবা উভয় পাশের অঙ্গের কার্যকারিতা নষ্ট হয়,10,9-10-biology_secondary-10-95,False
T1803,599,প্যারালাইসিস,কারণ,স্ট্রোক,10,9-10-biology_secondary-10-96,False
T1804,599,প্যারালাইসিস,কারণ,মেরুদণ্ডের বা ঘাড়ের সুষুম্নাকাণ্ড আঘাত,10,9-10-biology_secondary-10-96,False
T1805,599,প্যারালাইসিস,কারণ,দুর্ঘটনাজনিত কারণ,10,9-10-biology_secondary-10-96,False
T1806,599,প্যারালাইসিস,কারণ,য্নায়ু রোগ,10,9-10-biology_secondary-10-96,False
T1807,599,প্যারালাইসিস,কারণ,সুযুনম্নাকাণ্ডের কিংবা কশেরুকার ক্ষয় রোগ,10,9-10-biology_secondary-10-96,False
T1808,157,এপিলেপসি,কারণ,ইত্যাদি,10,9-10-biology_secondary-10-99,False
T1809,157,এপিলেপসি,অবস্থান,যেকোনো বয়সে,10,9-10-biology_secondary-10-99,False
T1810,576,পুষ্পাক্ষ,অবস্থান,ফুলের বৃন্তশীর্ষে,11,9-10-biology_secondary-11-10,False
T1811,576,পুষ্পাক্ষ,প্রকার,গোলাকার,11,9-10-biology_secondary-11-10,False
T1812,748,বৃতি,প্রকার,হোম: ফুলের বাইরের স্তবক,11,9-10-biology_secondary-11-11,False
T1813,748,বৃতি,কাজ,"ফুলের ভেতরের অংশগুলোকে রোদ, বৃষ্টি এবং পোকার আক্রুমণ থেকে রক্ষা",11,9-10-biology_secondary-11-11,False
T1814,748,বৃতি,কারণ,বৃত্যাংশ,11,9-10-biology_secondary-11-11,False
T1815,748,বৃতি,অবস্থান,ফুলের বাইরে,11,9-10-biology_secondary-11-11,False
T1816,1003,সবুজ বৃতি,কাজ,খাদ্য প্রস্তুত কাজে অংশ নেয়,11,9-10-biology_secondary-11-11,False
T1817,1003,সবুজ বৃতি,কারণ,"ফুলের ভেতরের অংশগুলোকে রোদ, বৃষ্টি এবং পোকার আক্রুমণ থেকে রক্ষা",11,9-10-biology_secondary-11-11,False
T1818,870,রং-বেরঙের বৃতি,কারণ,পরাগায়নের মাধ্যম হিসেবে কাজ করে,11,9-10-biology_secondary-11-11,False
T1819,870,রং-বেরঙের বৃতি,কারণ,"পোকামাকড়, পশু, পাখি ইত্যাদিকে আকর্ষণ করে",11,9-10-biology_secondary-11-11,False
T1820,559,পাপড়ি,অবস্থান,খণ্ডকে,11,9-10-biology_secondary-11-12,False
T1821,559,পাপড়ি,কারণ,রঙিন হয়,11,9-10-biology_secondary-11-12,False
T1822,664,ফুলের অংশ,কারণ,"রোদ, বৃষ্টি থেকে রক্ষা করার জন্য",11,9-10-biology_secondary-11-13,False
T1823,664,ফুলের অংশ,লক্ষণ,উজ্জ্বল ঝলমলে রঙের দলমণ্ডল,11,9-10-biology_secondary-11-13,False
T1824,664,ফুলের অংশ,কারণ,পোকামাকড় ও পশুপাখি আকর্ষণ করার জন্য,11,9-10-biology_secondary-11-13,False
T1825,664,ফুলের অংশ,কারণ,পরাগায়নে সহায়তা করার জন্য,11,9-10-biology_secondary-11-13,False
T1826,665,ফুলের পাপড়ি,কারণ,মধু খেতে সাহায্য করার জন্য,11,9-10-biology_secondary-11-13,False
T1827,1074,স্ত্রীসতবক,অবস্থান,ফুলটির কেন্দ্রে,11,9-10-biology_secondary-11-16,False
T1828,1074,স্ত্রীসতবক,কাজ,গর্ভপত্র নিয়ে গঠিত হতে পারে,11,9-10-biology_secondary-11-16,False
T1829,1074,স্ত্রীসতবক,প্রকার,"গর্ভাশয়, গর্ভদণ্ড, গর্ভমুণ্ড",11,9-10-biology_secondary-11-16,False
T1830,285,গর্ভপত্র,প্রকার,"গর্ভাশয়, গর্ভদণ্ড, গর্ভমুণ্ড",11,9-10-biology_secondary-11-16,False
T1831,285,গর্ভপত্র,কারণ,গর্ভপত্রের তিনটি অংশ,11,9-10-biology_secondary-11-16,False
T1832,286,গর্ভপত্রী,প্রকার,"যুক্তগর্ভপত্রী, বিযুক্তগর্ভপত্রী",11,9-10-biology_secondary-11-16,False
T1833,575,পুষ্পমঞ্জরি,অবস্থান,শাখায়,11,9-10-biology_secondary-11-19,False
T1834,575,পুষ্পমঞ্জরি,কাজ,ফুলসহ সাজানো,11,9-10-biology_secondary-11-19,False
T1835,787,মঞ্জরিদণ্ড,কাজ,ফুলসহ সাজানো,11,9-10-biology_secondary-11-19,False
T1836,31,অনিয়ত পুষ্পমঞ্জরি,অবস্থান,অসীম,11,9-10-biology_secondary-11-19,False
T1837,517,নিয়ত পুষ্পমঞ্জরি,অবস্থান,থেমে গেলে,11,9-10-biology_secondary-11-19,False
T1838,533,পরাগায়ন,কাজ,ফুল এবং বীজ উৎপাদন প্রক্রিয়ার পূর্বশর্ত,11,9-10-biology_secondary-11-20,False
T1839,533,পরাগায়ন,অবস্থান,ফুলের পরাগধানী থেকে পরাগরেণুর একই ফুলে অথবা একই জাতের অন্য ফুলের গর্ভমুণ্ডে,11,9-10-biology_secondary-11-20,False
T1840,1088,স্ব-পরাগায়ন,কাজ,পরাগরেণুর অপচয় কম হতে দেয়,11,9-10-biology_secondary-11-21,False
T1841,1088,স্ব-পরাগায়ন,কাজ,পরাগায়নের জন্য বাহকের উপর নির্ভর না হতে দেয়,11,9-10-biology_secondary-11-21,False
T1842,1088,স্ব-পরাগায়ন,কাজ,পরাগায়ন নিশ্চিত করতে দেয়,11,9-10-biology_secondary-11-21,False
T1843,529,পর-পরাগায়ন,কাজ,ফুলের মধ্যে পরাগ সংযোগ ঘটাতে,11,9-10-biology_secondary-11-22,False
T1844,741,বীজ,অবস্থান,জীবনীশক্তিসম্পন্ন,11,9-10-biology_secondary-11-23,False
T1845,741,বীজ,কাজ,নতুন চরিত্রের সৃষ্টি,11,9-10-biology_secondary-11-23,False
T1846,741,বীজ,কারণ,স্ব-পরাগায়ন ও পর-পরাগায়ন,11,9-10-biology_secondary-11-23,False
T1847,294,গাছ,অবস্থান,বৈচিত্র্যের সৃষ্টি,11,9-10-biology_secondary-11-23,False
T1848,533,পরাগায়ন,কারণ,বাহকনির্ভর প্রক্রিয়া,11,9-10-biology_secondary-11-23,False
T1849,533,পরাগায়ন,কারণ,ফুলের গঠনে কিছু পরিবর্তন,11,9-10-biology_secondary-11-24,False
T1850,533,পরাগায়ন,কাজ,অধিকাংশ ক্ষেত্রে কোনো মাধ্যমের দ্বারা হয়ে থাকে,11,9-10-biology_secondary-11-24,False
T1851,816,মাধ্যম,অংশ,"বায়ু, পানি, মাধ্যম",11,9-10-biology_secondary-11-24,False
T1852,531,পরাগরেণু,অবস্থান,বাহকের গায়ে,11,9-10-biology_secondary-11-24,False
T1853,530,পরাগ,অবস্থান,পরবর্তী ফুলের গর্ভমুণ্ডে,11,9-10-biology_secondary-11-24,False
T1854,713,বায়ুপরাগী ফুল,লক্ষণ,হালকা এবং মধুগ্রন্থিহীন,11,9-10-biology_secondary-11-26,False
T1855,713,বায়ুপরাগী ফুল,কাজ,বাতাসে ভেসে যেতে পারে,11,9-10-biology_secondary-11-26,False
T1856,713,বায়ুপরাগী ফুল,অংশ,গর্ভমুণ্ড আঠালো এবং শাখান্বিত,11,9-10-biology_secondary-11-26,False
T1857,713,বায়ুপরাগী ফুল,লক্ষণ,রেণু সহজেই সংগ্রহ করে নিতে পারে,11,9-10-biology_secondary-11-26,False
T1858,534,পরিণত পুংপুষ্প,কাজ,বৃন্ত চিত্র ১১.০৬: প্রাণীপরাগী ফুল থেকে খুলে পানিতে ভাসতে থাকে,11,9-10-biology_secondary-11-26,False
T1859,534,পরিণত পুংপুষ্প,লক্ষণ,স্ত্রী পুষ্পের কাছে,11,9-10-biology_secondary-11-26,False
T1860,662,ফুল,প্রকার,বড় ধরনের,11,9-10-biology_secondary-11-27,False
T1861,662,ফুল,অবস্থান,পুষধ্পমঞ্জরিতে সাজানো থাকে,11,9-10-biology_secondary-11-27,False
T1862,662,ফুল,লক্ষণ,রং আকর্ষণীয়,11,9-10-biology_secondary-11-27,False
T1863,662,ফুল,লক্ষণ,গন্ধ থাকতে পারে বা নাও থাকতে পারে,11,9-10-biology_secondary-11-27,False
T1864,531,পরাগরেণু,অবস্থান,মিয়োসিস বিভাজনের মাধ্যমে চারটি অপত্য পরাগ কোষ সৃষ্টি করে,11,9-10-biology_secondary-11-28,False
T1865,532,পরাগরেণুর নিউক্লিয়াস,কাজ,বিভাজিত হয়,11,9-10-biology_secondary-11-28,False
T1866,689,বড় কোষ,অংশ,নালিকোষ,11,9-10-biology_secondary-11-28,False
T1867,335,ছোট কোষ,অংশ,জেনারেটিভ কোষ,11,9-10-biology_secondary-11-28,False
T1868,374,জেনারেটিভ কোষ,অবস্থান,পরাগরেণুতে বা পরাগনালিতে,11,9-10-biology_secondary-11-29,False
T1869,374,জেনারেটিভ কোষ,কাজ,দুটি পুংজনন কোষ উৎপন্ন করা,11,9-10-biology_secondary-11-29,False
T1870,339,জননকোষ,প্রকার,পুং জননকোষ (শুক্রাণু) এবং স্ত্রী জননকোষ (ডিম্বাণু,11,9-10-biology_secondary-11-3,False
T1871,339,জননকোষ,অবস্থান,একই ফুলে বা একই দেহে,11,9-10-biology_secondary-11-3,False
T1872,132,উদ্ভিদ,কাজ,সহবাসী বা ভিন্নবাসী,11,9-10-biology_secondary-11-3,False
T1873,132,উদ্ভিদ,প্রকার,ভিন্নবাসী (0106005) বা সহবাসী (00010010085,11,9-10-biology_secondary-11-3,False
T1874,783,ভ্রণপোষক কলায়,অংশ,ডিম্বকরথ্ধের কাছাকাছি একটি কোষ আকারে সামান্য বড় হয়,11,9-10-biology_secondary-11-30,False
T1875,147,এ কোষ,কাজ,চারটি হ্যাপ্নয়েড কোষ সৃষ্টি করে,11,9-10-biology_secondary-11-30,False
T1876,149,এই নিউক্লিয়াস,কাজ,দুটি নিউক্লিয়াসে পরিণত হয়,11,9-10-biology_secondary-11-30,False
T1877,507,নিউক্লিয়াস ভ্রণথলি,অংশ,ডিপ্লয়েড,11,9-10-biology_secondary-11-32,False
T1878,463,দুই মেরু,কাজ,গর্ভযন্ম,11,9-10-biology_secondary-11-32,False
T1879,809,মাঝের কোষ,কারণ,বড়,11,9-10-biology_secondary-11-32,False
T1880,152,একটি করে নিউক্লিয়াস,অবস্থান,ভ্ণথলির কেন্দ্রস্থলে,11,9-10-biology_secondary-11-32,False
T1881,289,গর্ভযন্ম,কারণ,দুই মেরুর গর্ভযন্ম,11,9-10-biology_secondary-11-32,False
T1882,288,গর্ভযন্দ্রের বিপরীত দিকের কোষ,অংশ,প্রতিপাদ কোষ,11,9-10-biology_secondary-11-32,False
T1883,463,দুই মেরু,কারণ,গর্ভযন্ম,11,9-10-biology_secondary-11-32,False
T1884,531,পরাগরেণু,অবস্থান,গর্ভপত্রের গর্ভমুণ্ডে,11,9-10-biology_secondary-11-33,False
T1885,531,পরাগরেণু,কাজ,গর্ভদণ্ড ভেদ করে,11,9-10-biology_secondary-11-33,False
T1886,531,পরাগরেণু,কাজ,তরল পদার্থ শোষণ,11,9-10-biology_secondary-11-33,False
T1887,531,পরাগরেণু,কারণ,স্ফীত হয়ে উঠে,11,9-10-biology_secondary-11-33,False
T1888,1087,স্ফীত অগ্রভাগ,কাজ,ফেটে পুংজনন কোষ দুটি ভ্রণথলিতে মুক্ত হওয়া,11,9-10-biology_secondary-11-34,False
T1889,572,পুংজনন কোষ,কাজ,জাইগোট তৈরি করা,11,9-10-biology_secondary-11-34,False
T1890,572,পুংজনন কোষ,কাজ,ট্রিপ্নয়েড প্রায় একই সময়ে দুটি পুংজনন কোষের একটি ডিম্বাণু এবং অপরটি গৌণ নিউক্লিয়াসের সাথে মিলিত হওয়া,11,9-10-biology_secondary-11-34,False
T1891,648,ফল,অংশ,অঙ্গ গঠন করে,11,9-10-biology_secondary-11-38,False
T1892,648,ফল,প্রকার,প্রকৃত ফল,11,9-10-biology_secondary-11-39,False
T1893,648,ফল,প্রকার,অপ্রকৃত ফল,11,9-10-biology_secondary-11-39,False
T1894,648,ফল,প্রকার,সরল ফল,11,9-10-biology_secondary-11-39,False
T1895,648,ফল,প্রকার,গুচ্ছ ফল,11,9-10-biology_secondary-11-39,False
T1896,648,ফল,প্রকার,যৌগিক ফল,11,9-10-biology_secondary-11-39,False
T1897,606,প্রজনন,প্রকার,অযৌন প্রজনন,11,9-10-biology_secondary-11-39,False
T1898,606,প্রজনন,প্রকার,যৌন,11,9-10-biology_secondary-11-39,False
T1899,341,জাইগোট,কাজ,মাইটোটিক কোষ বিভাজনের মাধ্যমে বারবার বিভাজিত হয়ে একটি নতুন জীবদেহ সৃষ্টি করে,11,9-10-biology_secondary-11-4,False
T1900,50,অযৌন প্রজনন,প্রকার,নিম্নশ্রেণির প্রাণীতে অযৌন প্রজনন,11,9-10-biology_secondary-11-40,False
T1901,835,মুকুলোদগম,প্রকার,অযৌন প্রজনন,11,9-10-biology_secondary-11-40,False
T1902,734,বিভাজন,প্রকার,অযৌন প্রজনন,11,9-10-biology_secondary-11-40,False
T1903,246,খণ্ডায়ন,প্রকার,অযৌন প্রজনন,11,9-10-biology_secondary-11-40,False
T1904,867,যৌন প্রজনন,কাজ,প্রজনন ঘটায় ও সন্তান-সন্ততি উৎপন্ন করে,11,9-10-biology_secondary-11-40,False
T1905,464,দুইটি বিপরীত লিঙ্গের প্রাণী,কাজ,পুং ও স্ত্রীজনন কোষ বা গ্যামেট উৎপন্ন করে,11,9-10-biology_secondary-11-40,False
T1906,571,পুং ও স্ত্রীজনন কোষ বা গ্যামেট,প্রকার,যৌন প্রজনন,11,9-10-biology_secondary-11-40,True
T1907,521,নিষেক,কাজ,ডিম্বাণু এবং শুক্রাণুর মিলনকে নিষেক বলে,11,9-10-biology_secondary-11-41,False
T1908,415,ডিম্বাণু,কারণ,হ্যাপ্নয়েড,11,9-10-biology_secondary-11-41,False
T1909,972,শুক্রাণু,কারণ,হ্যাপ্নয়েড,11,9-10-biology_secondary-11-41,False
T1910,341,জাইগোট,কারণ,জাইগোট ডিপ্নয়েড,11,9-10-biology_secondary-11-41,False
T1911,341,জাইগোট,অংশ,দুই প্রস্থ ক্রোমোজোম,11,9-10-biology_secondary-11-41,False
T1912,701,বহিঃনিষেক,কাজ,পানিতে বাস করার সীমাবদ্ধ করা,11,9-10-biology_secondary-11-43,False
T1913,35,অন্তঃনিষেক,প্রকার,স্ত্রীদেহের জননাঙ্গে সংঘটিত নিষেক,11,9-10-biology_secondary-11-44,False
T1914,35,অন্তঃনিষেক,কাজ,শারীরিক মিলনের মাধ্যমে পুরুষ প্রাণী তার শুক্রাণু স্ত্রী জননাঙ্গে প্রবেশ করিয়ে এ ধরনের নিষেক ঘটায়,11,9-10-biology_secondary-11-44,False
T1915,35,অন্তঃনিষেক,অবস্থান,ডাঙায় বসবাসকারী অধিকাংশ প্রাণীর অন্যতম বৈশিষ্ট্য,11,9-10-biology_secondary-11-44,False
T1916,522,নিষেক ভ্ূণে,কাজ,ডিপ্লয়েড ক্রোমোজোম সংখ্যাকে পুনঃস্থাপিত করা,11,9-10-biology_secondary-11-45,False
T1917,522,নিষেক ভ্ূণে,কাজ,ডিম্বাণুকে পরিস্ফুটনের জন্য সক্রিয় করা,11,9-10-biology_secondary-11-45,False
T1918,522,নিষেক ভ্ূণে,কাজ,ক্রোমোজোম কর্তৃক বহনকৃত পিতা-মাতার বৈশিষ্ট্যগুলোকে একত্রিত করা,11,9-10-biology_secondary-11-45,False
T1919,522,নিষেক ভ্ূণে,কাজ,ভ্রূণের লিঙ্গ নির্ধারণ,11,9-10-biology_secondary-11-45,False
T1920,817,মানব প্রজনন,কারণ,হরমোনের ভূমিকা,11,9-10-biology_secondary-11-46,False
T1921,1094,হরমোন,কাজ,নানাবিধ শারীরবৃত্তীয় কাজ নিয়ন্ত্রণ,11,9-10-biology_secondary-11-48,False
T1922,519,নির্দিষ্ট মাত্রার চেয়ে বেশি বা কম নিঃসারণ,কারণ,দেহের বিভিন্ন কাজের ব্যাঘাত ঘটে,11,9-10-biology_secondary-11-48,True
