triple_id,head_id,head,tail_id,tail,relation,source_relation,chapter_no
T1709,170,করোটিক স্নায়ু,1111,হৃৎপিণ্ড,সম্পর্কিত,কাজ,10
T1709,170,করোটিক স্নায়ু,547,পাকস্থলী,সম্পর্কিত,কাজ,10
T1709,170,করোটিক স্নায়ু,14,অঙ্গ,সম্পর্কিত,কাজ,10
T1710,868,য্নায়ুগুলো,14,অঙ্গ,সম্পর্কিত,কাজ,10
T1712,860,ম্নায়ু তাড়না,991,সংকেত,সম্পর্কিত,কারণ,10
T1714,797,মস্তিষ্ক,131,উদ্দীপনা,সম্পর্কিত,কাজ,10
T1717,130,উত্তেজিত য়ায়ু,33,অনুভূতিবাহী য়ায়ু,সম্পর্কিত,কারণ,10
T1718,33,অনুভূতিবাহী য়ায়ু,797,মস্তিষ্ক,সম্পর্কিত,কাজ,10
T1719,962,শিক্ষকের কথা,951,শব্দ তরঙ্গ,সম্পর্কিত,অবস্থান,10
T1721,328,ছাত্রের পেশি,14,অঙ্গ,সম্পর্কিত,কাজ,10
T1722,328,ছাত্রের পেশি,587,পেশিগুলো,সম্পর্কিত,কাজ,10
T1725,656,ফাইটোহরমোন,132,উদ্ভিদ,সম্পর্কিত,কারণ,10
T1725,656,ফাইটোহরমোন,1094,হরমোন,সম্পর্কিত,কারণ,10
T1726,821,মানবদেহের কয়েকটি মুখ্য নালিবিহীন গ্রন্থি,1094,হরমোন,সম্পর্কিত,কাজ,10
T1727,565,পিটুইটারি গ্রন্থি,797,মস্তিষ্ক,সম্পর্কিত,অবস্থান,10
T1728,565,পিটুইটারি গ্রন্থি,819,মানবদেহ,সম্পর্কিত,কাজ,10
T1728,565,পিটুইটারি গ্রন্থি,1094,হরমোন,সম্পর্কিত,কাজ,10
T1728,565,পিটুইটারি গ্রন্থি,301,গ্রন্থি,সম্পর্কিত,কাজ,10
T1732,447,থাইরয়েড গ্রন্থি,446,থাইরক্সিন,সম্পর্কিত,কাজ,10
T1733,446,থাইরক্সিন,820,মানবদেহে,সম্পর্কিত,কাজ,10
T1734,447,থাইরয়েড গ্রন্থি,226,ক্যালসিটোনিন,সম্পর্কিত,কারণ,10
T1735,226,ক্যালসিটোনিন,227,ক্যালসিয়াম,সম্পর্কিত,কাজ,10
T1736,598,প্যারাথাইরয়েড গ্রন্থি,447,থাইরয়েড গ্রন্থি,সম্পর্কিত,অবস্থান,10
T1737,598,প্যারাথাইরয়েড গ্রন্থি,227,ক্যালসিয়াম,সম্পর্কিত,কাজ,10
T1737,598,প্যারাথাইরয়েড গ্রন্থি,650,ফসফরাস,সম্পর্কিত,কাজ,10
T1741,444,থাইমাস গ্রন্থি,445,থাইমোসিন,সম্পর্কিত,কারণ,10
T1743,103,আ্যা�ডরেনাল গ্রন্থি,188,কিডনি,সম্পর্কিত,অবস্থান,10
T1747,203,কোষ,112,ইনসুলিন,সম্পর্কিত,কাজ,10
T1748,854,মেয়েদের ডিম্বাশয়,337,জনন অঙ্গ,সম্পর্কিত,অবস্থান,10
T1749,333,ছেলেদের শুক্লাশয়,337,জনন অঙ্গ,সম্পর্কিত,অবস্থান,10
T1750,337,জনন অঙ্গ,915,লক্ষণ,সম্পর্কিত,কাজ,10
T1753,337,জনন অঙ্গ,694,বয়স,সম্পর্কিত,কারণ,10
T1753,337,জনন অঙ্গ,573,পুরুষ,সম্পর্কিত,কারণ,10
T1753,337,জনন অঙ্গ,1094,হরমোন,সম্পর্কিত,কারণ,10
T1756,448,থাইরয়েড হরমোনের ঘাটতি,968,শিশুর,সম্পর্কিত,কারণ,10
T1761,77,আয়োডিনের অভাব,968,শিশুর,সম্পর্কিত,কারণ,10
T1763,545,পসটুলেটেড হরমোন,14,অঙ্গ,সম্পর্কিত,কাজ,10
T1768,112,ইনসুলিন,956,শর্করা,সম্পর্কিত,কাজ,10
T1769,408,ডায়াবেটিস,112,ইনসুলিন,সম্পর্কিত,কারণ,10
T1770,386,টাইপ-2 ডায়াবেটিস,112,ইনসুলিন,সম্পর্কিত,কারণ,10
T1772,113,ইনসুলিনের ঘাটতি,159,ওঁষধ,সম্পর্কিত,কারণ,10
T1774,912,রোগ,1020,সাধারণত,সম্পর্কিত,লক্ষণ,10
T1778,912,রোগ,276,খাবার,সম্পর্কিত,লক্ষণ,10
T1783,912,রোগ,915,লক্ষণ,সম্পর্কিত,কারণ,10
T1788,912,রোগ,112,ইনসুলিন,সম্পর্কিত,কারণ,10
T1788,912,রোগ,968,শিশুর,সম্পর্কিত,কারণ,10
T1789,913,রোগী,885,রক্তে,সম্পর্কিত,অবস্থান,10
T1791,1070,স্ট্রোক,126,উচ্চ রক্তচাপ,সম্পর্কিত,কারণ,10
T1792,1070,স্ট্রোক,797,মস্তিষ্ক,সম্পর্কিত,কারণ,10
T1797,128,উচ্চ রক্তচাপের ব্যক্তি,126,উচ্চ রক্তচাপ,সম্পর্কিত,প্রতিরোধ,10
T1798,409,ডায়াবেটিসের ব্যক্তি,160,ওঁষধ সেবন,সম্পর্কিত,প্রতিরোধ,10
T1800,599,প্যারালাইসিস,797,মস্তিষ্ক,সম্পর্কিত,কারণ,10
T1801,599,প্যারালাইসিস,587,পেশিগুলো,সম্পর্কিত,কাজ,10
T1802,599,প্যারালাইসিস,14,অঙ্গ,সম্পর্কিত,লক্ষণ,10
T1803,599,প্যারালাইসিস,1070,স্ট্রোক,সম্পর্কিত,কারণ,10
T1806,599,প্যারালাইসিস,868,য্নায়ুগুলো,সম্পর্কিত,কারণ,10
T1816,1003,সবুজ বৃতি,253,খাদ্য,সম্পর্কিত,কাজ,11
T1818,870,রং-বেরঙের বৃতি,533,পরাগায়ন,সম্পর্কিত,কারণ,11
T1828,1074,স্ত্রীসতবক,285,গর্ভপত্র,সম্পর্কিত,কাজ,11
T1838,533,পরাগায়ন,605,প্রক্রিয়া,সম্পর্কিত,কাজ,11
T1839,533,পরাগায়ন,531,পরাগরেণু,সম্পর্কিত,অবস্থান,11
T1840,1088,স্ব-পরাগায়ন,531,পরাগরেণু,সম্পর্কিত,কাজ,11
T1841,1088,স্ব-পরাগায়ন,533,পরাগায়ন,সম্পর্কিত,কাজ,11
T1843,529,পর-পরাগায়ন,530,পরাগ,সম্পর্কিত,কাজ,11
T1846,741,বীজ,1088,স্ব-পরাগায়ন,সম্পর্কিত,কারণ,11
T1846,741,বীজ,529,পর-পরাগায়ন,সম্পর্কিত,কারণ,11
T1847,294,গাছ,756,বৈচিত্র্য,সম্পর্কিত,অবস্থান,11
T1849,533,পরাগায়ন,537,পরিবর্তন,সম্পর্কিত,কারণ,11
T1851,816,মাধ্যম,709,বায়ু,সম্পর্কিত,অংশ,11
T1851,816,মাধ্যম,554,পানি,সম্পর্কিত,অংশ,11
T1864,531,পরাগরেণু,832,মিয়োসিস,সম্পর্কিত,অবস্থান,11
T1864,531,পরাগরেণু,734,বিভাজন,সম্পর্কিত,অবস্থান,11
T1864,531,পরাগরেণু,38,অপত্য,সম্পর্কিত,অবস্থান,11
T1864,531,পরাগরেণু,530,পরাগ,সম্পর্কিত,অবস্থান,11
T1867,335,ছোট কোষ,374,জেনারেটিভ কোষ,সম্পর্কিত,অংশ,11
T1869,374,জেনারেটিভ কোষ,572,পুংজনন কোষ,সম্পর্কিত,কাজ,11
T1870,339,জননকোষ,972,শুক্রাণু,সম্পর্কিত,প্রকার,11
T1870,339,জননকোষ,415,ডিম্বাণু,সম্পর্কিত,প্রকার,11
T1878,463,দুই মেরু,289,গর্ভযন্ম,সম্পর্কিত,কাজ,11
T1881,289,গর্ভযন্ম,463,দুই মেরু,সম্পর্কিত,কারণ,11
T1888,1087,স্ফীত অগ্রভাগ,572,পুংজনন কোষ,সম্পর্কিত,কাজ,11
T1889,572,পুংজনন কোষ,341,জাইগোট,সম্পর্কিত,কাজ,11
T1890,572,পুংজনন কোষ,415,ডিম্বাণু,সম্পর্কিত,কাজ,11
T1890,572,পুংজনন কোষ,506,নিউক্লিয়াস,সম্পর্কিত,কাজ,11
T1891,648,ফল,14,অঙ্গ,সম্পর্কিত,অংশ,11
T1897,606,প্রজনন,50,অযৌন প্রজনন,সম্পর্কিত,প্রকার,11
T1899,341,জাইগোট,734,বিভাজন,সম্পর্কিত,কাজ,11
T1901,835,মুকুলোদগম,50,অযৌন প্রজনন,সম্পর্কিত,প্রকার,11
T1902,734,বিভাজন,50,অযৌন প্রজনন,সম্পর্কিত,প্রকার,11
T1903,246,খণ্ডায়ন,50,অযৌন প্রজনন,সম্পর্কিত,প্রকার,11
T1904,867,যৌন প্রজনন,606,প্রজনন,সম্পর্কিত,কাজ,11
T1905,464,দুইটি বিপরীত লিঙ্গের প্রাণী,571,পুং ও স্ত্রীজনন কোষ বা গ্যামেট,সম্পর্কিত,কাজ,11
T1906,571,পুং ও স্ত্রীজনন কোষ বা গ্যামেট,867,যৌন প্রজনন,সম্পর্কিত,প্রকার,11
T1907,521,নিষেক,415,ডিম্বাণু,সম্পর্কিত,কাজ,11
T1907,521,নিষেক,972,শুক্রাণু,সম্পর্কিত,কাজ,11
T1911,341,জাইগোট,235,ক্রোমোজোম,সম্পর্কিত,অংশ,11
T1913,35,অন্তঃনিষেক,521,নিষেক,সম্পর্কিত,প্রকার,11
T1914,35,অন্তঃনিষেক,573,পুরুষ,সম্পর্কিত,কাজ,11
T1914,35,অন্তঃনিষেক,633,প্রাণী,সম্পর্কিত,কাজ,11
T1914,35,অন্তঃনিষেক,972,শুক্রাণু,সম্পর্কিত,কাজ,11
T1915,35,অন্তঃনিষেক,759,বৈশিষ্ট্য,সম্পর্কিত,অবস্থান,11
T1916,522,নিষেক ভ্ূণে,235,ক্রোমোজোম,সম্পর্কিত,কাজ,11
T1917,522,নিষেক ভ্ূণে,415,ডিম্বাণু,সম্পর্কিত,কাজ,11
T1918,522,নিষেক ভ্ূণে,759,বৈশিষ্ট্য,সম্পর্কিত,কাজ,11
T1919,522,নিষেক ভ্ূণে,934,লিঙ্গ,সম্পর্কিত,কাজ,11
T1920,817,মানব প্রজনন,1094,হরমোন,সম্পর্কিত,কারণ,11
T1924,372,জীবের বৈশিষ্ট্য,606,প্রজনন,সম্পর্কিত,কারণ,11
T1925,516,নিম্নশ্রেণির জীব,734,বিভাজন,সম্পর্কিত,কাজ,11
T1928,334,ছেলেমেয়েদের,759,বৈশিষ্ট্য,সম্পর্কিত,কাজ,11
T1929,1094,হরমোন,14,অঙ্গ,সম্পর্কিত,কাজ,11
T1932,855,মেয়েরা,606,প্রজনন,সম্পর্কিত,কাজ,11
T1933,853,মেয়েদের,694,বয়স,সম্পর্কিত,অবস্থান,11
T1939,972,শুক্রাণু,606,প্রজনন,সম্পর্কিত,অবস্থান,11
T1940,939,লেজ,972,শুক্রাণু,সম্পর্কিত,কাজ,11
T1940,939,লেজ,606,প্রজনন,সম্পর্কিত,কাজ,11
T1942,973,শুব্রাণু,415,ডিম্বাণু,সম্পর্কিত,কাজ,11
T1943,972,শুক্রাণু,35,অন্তঃনিষেক,সম্পর্কিত,কারণ,11
T1944,521,নিষেক,973,শুব্রাণু,সম্পর্কিত,লক্ষণ,11
T1946,281,গঠন্মুখ,309,ঘটনাবলি,সম্পর্কিত,অবস্থান,11
T1947,309,ঘটনাবলি,781,ভ্রণ,সম্পর্কিত,কাজ,11
T1948,781,ভ্রণ,340,জরায়ু,সম্পর্কিত,অবস্থান,11
T1950,290,গর্ভাবস্থা,340,জরায়ু,সম্পর্কিত,অবস্থান,11
T1951,290,গর্ভাবস্থা,968,শিশুর,সম্পর্কিত,কাজ,11
T1958,49,অমরা,250,খনিজ লবণ,সম্পর্কিত,কাজ,11
T1958,49,অমরা,781,ভ্রণ,সম্পর্কিত,কাজ,11
T1958,49,অমরা,885,রক্তে,সম্পর্কিত,কাজ,11
T1958,49,অমরা,253,খাদ্য,সম্পর্কিত,কাজ,11
T1958,49,অমরা,956,শর্করা,সম্পর্কিত,কাজ,11
T1958,49,অমরা,75,আমিষ,সম্পর্কিত,কাজ,11
T1958,49,অমরা,554,পানি,সম্পর্কিত,কাজ,11
T1959,49,অমরা,184,কার্বন ডাই-অক্সাইড,সম্পর্কিত,কাজ,11
T1959,49,অমরা,871,রক্ত,সম্পর্কিত,কাজ,11
T1959,49,অমরা,6,অক্সিজেন,সম্পর্কিত,কাজ,11
T1960,49,অমরা,745,বৃক্ধ,সম্পর্কিত,কাজ,11
T1961,49,অমরা,695,বর্জ্য পদার্থ,সম্পর্কিত,কাজ,11
T1962,49,অমরা,1094,হরমোন,সম্পর্কিত,কাজ,11
T1964,490,নাড়িও,781,ভ্রণ,সম্পর্কিত,কারণ,11
T1972,785,ভ্র্ণ,287,গর্ভবতীদের,সম্পর্কিত,কাজ,11
T1972,785,ভ্র্ণ,49,অমরা,সম্পর্কিত,কাজ,11
T1972,785,ভ্র্ণ,1094,হরমোন,সম্পর্কিত,কাজ,11
T1976,150,এইডস রোগ,573,পুরুষ,সম্পর্কিত,কারণ,11
T1977,871,রক্ত,913,রোগী,সম্পর্কিত,অবস্থান,11
T1979,756,বৈচিত্র্য,608,প্রজাতি,সম্পর্কিত,কারণ,11
T1989,577,পূর্ণ পাক,788,মডেল,সম্পর্কিত,কাজ,12
T1990,934,লিঙ্গ,573,পুরুষ,সম্পর্কিত,কাজ,12
T1992,329,ছার,769,ভাইরাস,সম্পর্কিত,অবস্থান,12
T1993,329,ছার,489,নাইট্রোজেন বেস,সম্পর্কিত,অংশ,12
T1999,991,সংকেত,638,প্রোটিনগুলো,সম্পর্কিত,কাজ,12
T2004,630,প্রাণরাসায়নিক বিক্রিয়াগুলো,604,প্রকৃতি,সম্পর্কিত,কাজ,12
T2005,638,প্রোটিনগুলো,759,বৈশিষ্ট্য,সম্পর্কিত,কারণ,12
T2006,355,জীব,235,ক্রোমোজোম,সম্পর্কিত,অংশ,12
T2007,851,মেন্ডেল,916,লম্বা গাছের জিন,সম্পর্কিত,কারণ,12
T2013,382,জৈবিক নমুনা,1101,হাড়,সম্পর্কিত,প্রকার,12
T2013,382,জৈবিক নমুনা,461,দাঁত,সম্পর্কিত,প্রকার,12
T2013,382,জৈবিক নমুনা,871,রক্ত,সম্পর্কিত,প্রকার,12
T2013,382,জৈবিক নমুনা,927,লালা,সম্পর্কিত,প্রকার,12
T2013,382,জৈবিক নমুনা,393,টিস্যু,সম্পর্কিত,প্রকার,12
T2018,1048,সেক্স-অটোজোমগুলো,470,দেহের গঠন,সম্পর্কিত,কাজ,12
T2018,1048,সেক্স-অটোজোমগুলো,781,ভ্রণ,সম্পর্কিত,কাজ,12
T2020,852,মেয়ে,235,ক্রোমোজোম,সম্পর্কিত,অবস্থান,12
T2022,573,পুরুষ,235,ক্রোমোজোম,সম্পর্কিত,অবস্থান,12
T2023,573,পুরুষ,915,লক্ষণ,সম্পর্কিত,কারণ,12
T2024,185,কালার র্লাইন্ডনেস,1077,স্নায়ুগুলো,সম্পর্কিত,অবস্থান,12
T2027,573,পুরুষ,1020,সাধারণত,সম্পর্কিত,পরিমাণ,12
T2028,453,থ্যালাসেমিয়া,871,রক্ত,সম্পর্কিত,অবস্থান,12
T2029,453,থ্যালাসেমিয়া,638,প্রোটিনগুলো,সম্পর্কিত,কারণ,12
T2030,453,থ্যালাসেমিয়া,944,লোহিত রক্তকোষ,সম্পর্কিত,কারণ,12
T2033,453,থ্যালাসেমিয়া,732,বিটা (০) থ্যালাসেমিয়া,সম্পর্কিত,প্রকার,12
T2037,732,বিটা (০) থ্যালাসেমিয়া,638,প্রোটিনগুলো,সম্পর্কিত,কারণ,12
T2039,455,থ্যালাসেমিয়া মেজর,453,থ্যালাসেমিয়া,সম্পর্কিত,প্রকার,12
T2040,454,থ্যালাসেমিয়া মাইনর,453,থ্যালাসেমিয়া,সম্পর্কিত,প্রকার,12
T2041,458,থ্যালাসেমিয়ার শিশু,968,শিশুর,সম্পর্কিত,কারণ,12
T2042,456,থ্যালাসেমিয়ার চিকিৎসা,871,রক্ত,সম্পর্কিত,কাজ,12
T2044,457,থ্যালাসেমিয়ার রোগী,865,যকৃৎ,সম্পর্কিত,কারণ,12
T2047,457,থ্যালাসেমিয়ার রোগী,408,ডায়াবেটিস,সম্পর্কিত,লক্ষণ,12
T2050,235,ক্রোমোজোম,506,নিউক্লিয়াস,সম্পর্কিত,অবস্থান,12
T2052,358,জীবগুলো,380,জৈব অভিব্যক্তি,সম্পর্কিত,কাজ,12
T2053,380,জৈব অভিব্যক্তি,605,প্রক্রিয়া,সম্পর্কিত,কারণ,12
T2054,696,বর্তমানের বৈচিত্র্যময় জীবজগত,370,জীবের বংশগতি,সম্পর্কিত,অবস্থান,12
T2054,696,বর্তমানের বৈচিত্র্যময় জীবজগত,380,জৈব অভিব্যক্তি,সম্পর্কিত,অবস্থান,12
T2055,118,ইভোলিউশন,608,প্রজাতি,সম্পর্কিত,সংজ্ঞা,12
T2055,118,ইভোলিউশন,537,পরিবর্তন,সম্পর্কিত,সংজ্ঞা,12
T2056,370,জীবের বংশগতি,380,জৈব অভিব্যক্তি,সম্পর্কিত,প্রকার,12
T2058,501,নিউক্লিওপ্রোটিন,640,প্রোটোভাইরাস,সম্পর্কিত,কাজ,12
T2059,640,প্রোটোভাইরাস,769,ভাইরাস,সম্পর্কিত,কাজ,12
T2065,27,অত্যধিক হারে বংশবৃদ্ধি,759,বৈশিষ্ট্য,সম্পর্কিত,কাজ,12
T2066,998,সবল প্রাণী,633,প্রাণী,সম্পর্কিত,কারণ,12
T2083,500,নিউক্লিওটাইড,956,শর্করা,সম্পর্কিত,অংশ,12
T2084,500,নিউক্লিওটাইড,235,ক্রোমোজোম,সম্পর্কিত,অংশ,12
T2097,937,লিভিং ফসিল,991,সংকেত,সম্পর্কিত,কারণ,12
T2104,297,গৌণ খাদক,633,প্রাণী,সম্পর্কিত,অবস্থান,13
T2105,439,তৃতীয় শ্রেণির খাদক,297,গৌণ খাদক,সম্পর্কিত,অবস্থান,13
T2105,439,তৃতীয় শ্রেণির খাদক,633,প্রাণী,সম্পর্কিত,অবস্থান,13
T2106,1021,"সাপ, ময়ূর, বাঘ",297,গৌণ খাদক,সম্পর্কিত,অবস্থান,13
T2106,1021,"সাপ, ময়ূর, বাঘ",633,প্রাণী,সম্পর্কিত,অবস্থান,13
T2107,73,আবর্জনাভুক,633,প্রাণী,সম্পর্কিত,অবস্থান,13
T2108,178,"কাক, শকুন, শিয়াল, হায়েনা",633,প্রাণী,সম্পর্কিত,অবস্থান,13
T2110,359,জীবজ উপাদান,474,দ্বিতীয় স্তরের খাদক,সম্পর্কিত,প্রকার,13
T2110,359,জীবজ উপাদান,440,তৃতীয় স্তরের খাদক,সম্পর্কিত,প্রকার,13
T2110,359,জীবজ উপাদান,144,উৎপাদক,সম্পর্কিত,প্রকার,13
T2110,359,জীবজ উপাদান,737,বিয়োজক,সম্পর্কিত,প্রকার,13
T2111,144,উৎপাদক,554,পানি,সম্পর্কিত,সংজ্ঞা,13
T2111,144,উৎপাদক,132,উদ্ভিদ,সম্পর্কিত,সংজ্ঞা,13
T2113,265,খাদ্যশিকল,950,শত্তির পিরামিড,সম্পর্কিত,কাজ,13
T2118,474,দ্বিতীয় স্তরের খাদক,253,খাদ্য,সম্পর্কিত,কাজ,13
T2119,440,তৃতীয় স্তরের খাদক,316,চিংড়ি,সম্পর্কিত,কাজ,13
T2121,438,তৃণভোজী প্রাণী এবং মাংসাশী প্রাণী,253,খাদ্য,সম্পর্কিত,কারণ,13
T2122,257,খাদ্য শক্তি,144,উৎপাদক,সম্পর্কিত,অবস্থান,13
T2128,265,খাদ্যশিকল,719,বাস্তুতন্ত্রের খাদ্যশিকল,সম্পর্কিত,কারণ,13
T2128,265,খাদ্যশিকল,144,উৎপাদক,সম্পর্কিত,কারণ,13
T2129,719,বাস্তুতন্ত্রের খাদ্যশিকল,144,উৎপাদক,সম্পর্কিত,কারণ,13
T2130,327,ছাত্রছাত্রী,144,উৎপাদক,সম্পর্কিত,কাজ,13
T2130,327,ছাত্রছাত্রী,737,বিয়োজক,সম্পর্কিত,কাজ,13
T2131,265,খাদ্যশিকল,261,খাদ্যজাল,সম্পর্কিত,কারণ,13
T2135,437,তৃণভোজী প্রাণী,801,মাংসাশী প্রাণী,সম্পর্কিত,অংশ,13
T2136,801,মাংসাশী প্রাণী,737,বিয়োজক,সম্পর্কিত,অংশ,13
T2139,1002,সবুজ উদ্ভিদ,253,খাদ্য,সম্পর্কিত,অংশ,13
T2140,1045,সূর্য,1002,সবুজ উদ্ভিদ,সম্পর্কিত,পরিমাণ,13
T2140,1045,সূর্য,1027,সালোকসংশ্লেষণ,সম্পর্কিত,পরিমাণ,13
T2144,846,মৃতদেহে সঞ্চিত রাসায়নিক শক্তি,336,জড় পদার্থ বা শক্তি,সম্পর্কিত,কারণ,13
T2146,145,উৎপাদক সবুজ উদ্ভিদ,437,তৃণভোজী প্রাণী,সম্পর্কিত,অংশ,13
T2150,1002,সবুজ উদ্ভিদ,709,বায়ু,সম্পর্কিত,অবস্থান,13
T2150,1002,সবুজ উদ্ভিদ,810,মাটি,সম্পর্কিত,অবস্থান,13
T2151,1002,সবুজ উদ্ভিদ,6,অক্সিজেন,সম্পর্কিত,কাজ,13
T2152,133,উদ্ভিদ এবং প্রাণী,975,শ্বসন,সম্পর্কিত,কাজ,13
T2152,133,উদ্ভিদ এবং প্রাণী,6,অক্সিজেন,সম্পর্কিত,কাজ,13
T2153,132,উদ্ভিদ,253,খাদ্য,সম্পর্কিত,কাজ,13
T2155,736,বিভিন্ন স্তরের মাংসাশী প্রাণী,801,মাংসাশী প্রাণী,সম্পর্কিত,কাজ,13
T2155,736,বিভিন্ন স্তরের মাংসাশী প্রাণী,253,খাদ্য,সম্পর্কিত,কাজ,13
T2163,948,শক্তির প্রবাহ,265,খাদ্যশিকল,সম্পর্কিত,কারণ,13
T2165,366,জীববৈচিত্র্য,609,প্রজাতিগত বৈচিত্র্য,সম্পর্কিত,প্রকার,13
T2165,366,জীববৈচিত্র্য,756,বৈচিত্র্য,সম্পর্কিত,প্রকার,13
T2166,609,প্রজাতিগত বৈচিত্র্য,759,বৈশিষ্ট্য,সম্পর্কিত,সংজ্ঞা,13
T2166,609,প্রজাতিগত বৈচিত্র্য,608,প্রজাতি,সম্পর্কিত,সংজ্ঞা,13
T2169,724,বাস্তুতান্দ্রিক বৈচিত্র্য,366,জীববৈচিত্র্য,সম্পর্কিত,কাজ,13
T2170,722,বাস্তুতন্দ্রের ভৌত উপাদান,724,বাস্তুতান্দ্রিক বৈচিত্র্য,সম্পর্কিত,অংশ,13
T2171,723,বাস্তুতন্দ্রের রাসায়নিক উপাদান,724,বাস্তুতান্দ্রিক বৈচিত্র্য,সম্পর্কিত,অংশ,13
T2172,721,বাস্তুতন্দ্রের জৈবিক উপাদান,724,বাস্তুতান্দ্রিক বৈচিত্র্য,সম্পর্কিত,অংশ,13
T2178,830,মিউচুয়ালিজম,533,পরাগায়ন,সম্পর্কিত,কারণ,13
T2183,914,রোহিণী উদ্ভিদ,132,উদ্ভিদ,সম্পর্কিত,কাজ,13
T2195,581,পেনিসিলিয়াম ছত্রাক,763,ব্যাকটেরিয়া,সম্পর্কিত,কারণ,13
T2195,581,পেনিসিলিয়াম ছত্রাক,96,আ্যান্টিবায়োসিস,সম্পর্কিত,কারণ,13
T2196,319,চিত্র ১৩.১১,96,আ্যান্টিবায়োসিস,সম্পর্কিত,লক্ষণ,13
T2197,303,গ্রিনহাউস ইফেক্ট,554,পানি,সম্পর্কিত,কারণ,13
T2198,303,গ্রিনহাউস ইফেক্ট,537,পরিবর্তন,সম্পর্কিত,কারণ,13
T2201,303,গ্রিনহাউস ইফেক্ট,822,মানুষ,সম্পর্কিত,কারণ,13
T2204,544,পশুর রোগ নিরাময়ে,375,জেনেটিক ইঞ্জিনিয়ারিং,সম্পর্কিত,কাজ,13
T2206,394,টিস্যু কালচার,132,উদ্ভিদ,সম্পর্কিত,কাজ,14
T2209,856,মেরিস্টেম,14,অঙ্গ,সম্পর্কিত,কাজ,14
T2209,856,মেরিস্টেম,393,টিস্যু,সম্পর্কিত,কাজ,14
T2211,351,জিন প্রকৌশল,537,পরিবর্তন,সম্পর্কিত,কাজ,14
T2212,903,রিকম্বিনেন্ট ডিএনএ কৌশল,413,ডিএনএ,সম্পর্কিত,কাজ,14
T2213,904,রিকম্বিনেন্ট ডিএনএ প্রযুক্তি,413,ডিএনএ,সম্পর্কিত,কাজ,14
T2213,904,রিকম্বিনেন্ট ডিএনএ প্রযুক্তি,605,প্রক্রিয়া,সম্পর্কিত,কাজ,14
T2216,604,প্রকৃতি,377,জেনেটিক মডিফিকেশন,সম্পর্কিত,কাজ,14
T2216,604,প্রকৃতি,605,প্রক্রিয়া,সম্পর্কিত,কাজ,14
T2217,364,জীবপ্রযুক্তি,377,জেনেটিক মডিফিকেশন,সম্পর্কিত,কারণ,14
T2221,922,লাইগেজ,413,ডিএনএ,সম্পর্কিত,কাজ,14
T2221,922,লাইগেজ,641,প্লাজমিড,সম্পর্কিত,কাজ,14
T2228,763,ব্যাকটেরিয়া,683,বংশবৃদ্ধি,সম্পর্কিত,অবস্থান,14
T2230,351,জিন প্রকৌশল,132,উদ্ভিদ,সম্পর্কিত,কাজ,14
T2230,351,জিন প্রকৌশল,633,প্রাণী,সম্পর্কিত,কাজ,14
T2234,375,জেনেটিক ইঞ্জিনিয়ারিং,822,মানুষ,সম্পর্কিত,কারণ,14
T2240,378,জেনেটিকভাবে পরিবর্তিত,763,ব্যাকটেরিয়া,সম্পর্কিত,কাজ,14
T2240,378,জেনেটিকভাবে পরিবর্তিত,124,ইস্ট,সম্পর্কিত,কাজ,14
T2240,378,জেনেটিকভাবে পরিবর্তিত,1094,হরমোন,সম্পর্কিত,কাজ,14
T2241,62,অস্বাভাবিক খাটো হওয়া রোগ,378,জেনেটিকভাবে পরিবর্তিত,সম্পর্কিত,কারণ,14
T2241,62,অস্বাভাবিক খাটো হওয়া রোগ,763,ব্যাকটেরিয়া,সম্পর্কিত,কারণ,14
T2241,62,অস্বাভাবিক খাটো হওয়া রোগ,124,ইস্ট,সম্পর্কিত,কারণ,14
T2241,62,অস্বাভাবিক খাটো হওয়া রোগ,1094,হরমোন,সম্পর্কিত,কারণ,14
T2242,770,ভাইরাসজনিত রোগ,378,জেনেটিকভাবে পরিবর্তিত,সম্পর্কিত,কারণ,14
T2242,770,ভাইরাসজনিত রোগ,763,ব্যাকটেরিয়া,সম্পর্কিত,কারণ,14
T2242,770,ভাইরাসজনিত রোগ,124,ইস্ট,সম্পর্কিত,কারণ,14
T2242,770,ভাইরাসজনিত রোগ,1094,হরমোন,সম্পর্কিত,কারণ,14
T2243,220,ক্যান্সার,378,জেনেটিকভাবে পরিবর্তিত,সম্পর্কিত,কারণ,14
T2243,220,ক্যান্সার,763,ব্যাকটেরিয়া,সম্পর্কিত,কারণ,14
T2243,220,ক্যান্সার,124,ইস্ট,সম্পর্কিত,কারণ,14
T2243,220,ক্যান্সার,1094,হরমোন,সম্পর্কিত,কারণ,14
T2245,4,অংশ,531,পরাগরেণু,সম্পর্কিত,অংশ,14
