triple_id,chapter_no,chapter_title,subject,relation,object,source_text
T0094,2,জীবকোষ ও টিস্যু,কোষ বা টিস্যু,অবস্থান,চিহ্নিত করা মুশকিল,"কোষ বা টিস্যুর পাতলা স্তরকে যখন অণুবীক্ষণ যন্ত্রে দেখা হয়, তখন সেটি যে জলীয় মাধ্যমে অবস্থান করে, তার থেকে আলাদা করে চিহ্নিত করা মুশকিল । এ সমস্যা সমাধান করার বিভিন্ন উপায় রয়েছে। তার মধ্যে একটি উপায় হলো ওই কোষ বা টিস্যুকে রং করা, যাতে সেই রং দেখে পারিপার্স্থিকতার সাপেক্ষে তার অবস্থান এবং আকৃতি আলাদা করে চিহ্নিত করা যায়। অনেক সময় এই রঞ্জন প্রক্রিয়া এত সূক্মতার সাথে করা সম্ভব, যাতে করে শুধু বিশেষ ধরনের কোষ কিংবা কোষের বিশেষ কোনো অংশ বা অঙ্গাণু অথবা টিস্যুর নির্দিষ্ট কোনো উপাদানই কেবল রঙিন হয়। একেই বলে স্লাইড স্টেইনিং। যেসব রঞ্জক পদার্থ দিয়ে স্টেইনিং করা হয়, সেগুলোকে একত্রে স্টেইন (5081"
T1405,8,রেচন প্রক্রিয়া,ডায়ালাইসিস টিউব,অবস্থান,ডায়ালাইসিস মেশিনের,"বৃল্ধ সম্পূর্ণ অকেজো বা বিকল হওয়ার পর বৈজ্ঞানিক উপায়ে রক্ত পরিশোধন করার নাম ডায়ালাইসিস। সাধারণত “ডায়ালাইসিস মেশিনের” সাহায্যে রক্তু পরিশোধন করা হয়। এ মেশিনের ডায়ালাইসিস টিউবটির এক প্রান্ত রোগীর হাতের কজক্জির ধমনির সাথে এবং অন্য প্রান্ত এ হাতের কজ্জির শিরার সাথে সংযোজন করা হয়। ধমনি থেকে রক্ত ডায়ালাইসিস টিউবের মধ্য দিয়ে প্রবাহিত করানো হয়। এর প্রাচীর আংশিক বৈষম্যভেদ্য হওয়ায় ইউরিয়া, ইউরিক এসিড এবং অন্যান্য ক্ষতিকর পদার্থ বাইরে বেরিয়ে আসে । পরিশোধিত রক্তু রোগীর দেহের শিরার মধ্য দিয়ে দেহের ভেতর পুনরায় প্রবেশ করে। এখানে উল্লেখ্য, ডায়ালাইসিস টিউবটি এমন একটি তরলের মধ্যে ডুবানো থাকে, যা"
T2145,13,জীবের পরিবেশ,জড় পদার্থ বা শক্তি,অবস্থান,পরিবেশে,মৃত্যুর পর সব জীবের শত্তি গ্রহণ প্রক্রিয়া থেমে যায়। তখন এ মৃতদেহে সঞ্চিত রাসায়নিক শক্তি বিয়োজকের কাজের ফলে ভেঙে জড় পদার্থ বা শক্তি আকারে আবার পরিবেশে ফিরে আসে । পরিবেশের বিভিন্ন জড় বস্তুর মধ্যে জমা হওয়া এই শত্তি তখন আবার উদ্ভিদের গ্রহণ উপযোগী হয়। আর এভাবে খাদ্যচক্রের মাধ্যমে বাস্তুতন্দ্রে প্রাকৃতিক শত্তির প্রবাহ চলতে থাকে৷
T0238,2,জীবকোষ ও টিস্যু,উদ্ভিদের পরিবহণ টিস্যুগুচ্ছ,প্রকার,জাইলেম এবং ফ্লোয়েম,"বিভিন্ন ধরনের কোষের সমন্বয়ে যে স্থায়ী টিস্যু তৈরি হয়, তাকে জটিল টিস্যু বলে। এরা উদ্ভিদে পরিবহণের _্ টিস্যু দুই ধরনের, জাইলেম এবং ফ্লোয়েম। জাইলেম গুণ! এবং ফ্লোয়েম একত্রে উদ্ভিদের পরিবহণ টিস্যুগুচ্ছ"
T0858,5,"খাদ্য, পুষ্টি ও পরিপাক",খনিজ লবণ,অবস্থান,দেহ গঠন ও দেহের অভ্যন্তরীণ কাজ নিয়ন্দ্রণ,"দেহকোষ ও দেহের তরল অংশের জন্য খনিজ লবণ অত্যাবশ্যকীয় উপাদান ৷ মানুষের শরীরে ক্যালসিয়াম, লৌহ, সালফার, দস্তা, সোডিয়াম, পটাশিয়াম, আয়োডিন ইত্যাদি থাকে । এ উপাদানগুলো কখনো মৌলিক উপাদানরূপে মানবদেহে অবস্থান করে না, এগুলো খাদ্য ও মানবদেহে বিভিন্ন পরিমাণে অন্য পদার্থের সাথে মিলিত হয়ে নানা জৈব এবং অজৈব যৌগের লবণ তৈরি করে। খনিজ লবণ দেহ গঠন ও দেহের অভ্যন্তরীণ কাজ নিয়ন্দ্রণ করে। হাড়, দাঁত, পেশি, এনজাইম এবং হরমোন গঠনের জন্য খনিজ লবণ একটি অপরিহার্য উপাদান স্নায়ুর উদ্দীপনা, পেশি সংকোচন, দেহকোষে পানির সাম্যতা বজায় রাখা, অল্প ও ক্ষারের সমতাবিধান, এসব কাজে খনিজ লবণের বিশেষ ভূমিকা রয়েছে।"
T1999,12,জীবের বংশগতি ও জৈব অভিব্যক্তি,সংকেত,কাজ,সেখানে প্রোটিন তৈরি করার জন্য,"বৈশিষ্ট্যও নিয়ন্ত্রণ করে। বিভিন্ন গবেষণার তত্ত্ব থেকে জানা গেছে, জিনই বংশগতির নিয়ন্ত্রক । প্রজন্ম থেকে প্রজন্মে দ্বিসূত্রক 144 নিজের হুবহু অনুলিপি করতে পারে। আবার 44 থেকে প্রয়োজনীয় সংকেতের অনুলিপি নিয়ে হাব সাইটোগ্লীজমের রাইবোজোমে আসে এবং সেই সংকেত অনুসারে সেখানে প্রোটিন তৈরি হয়। সুকেন্দ্রিক কোষের ক্ষেত্রে সেই প্রোটিন প্রথমে জমা হয় এন্ডোপ্লাজমিক রেটিকুলামে । সেখান থেকে গলজি বস্তু এবং ভেসিকলগুলোর দ্বারা সেই প্রোটিনে নানাবিধ পরিবর্তন হয় এবং তা উপযুক্ত স্থানে বাহিত হয়। প্রাককেন্দ্রিক কোষে অবশ্য সরাসরি প্রোটিনগুলো গন্তব্যে পৌঁছায় প্রোটিনগুলোই মূলত নির্ধারণ করে প্রাণরাসায়নিক বিক্রিয়াগুলো"
T0416,3,কোষ বিভাজন,মিয়োসিস-1,কাজ,প্রথম বিভাজনকে পর পর দুবার বিভাজিত হয়,"মিয়োসিস বিভাজনের সময় একটি কোষ পর পর দুবার বিভাজিত হয়। প্রথম বিভাজনকে প্রথম মিয়োটিক বিভাজন বা মিয়োসিস-1 এবং দ্বিতীয় বিভাজনকে দ্বিতীয় মিয়োটিক বিভাজন বা মিয়োসিস-2 বলা হয়। প্রথম বিভাজনের সময় অপত্য কোষে ক্রোমোজোমের সংখ্যা মাতৃকোষের ক্রোমোজোম সংখ্যার অর্ধেকে পরিণত হয়। দ্বিতীয় বিভাজনটি মাইটোসিসের অনুরূপ, অর্থাৎ ক্রোমোজোম সংখ্যার কোনো পরিবর্তন হয় না। কোষ বিভাজন ৬১"
T2170,13,জীবের পরিবেশ,বাস্তুতন্দ্রের ভৌত উপাদান,অংশ,বাস্তুতান্দ্রিক বৈচিত্র্য,"বাস্তুতান্ত্রিক বৈচিত্র্য: একটি বাস্তুতন্দ্রের ভৌত উপাদান, রাসায়নিক উপাদান এবং জৈবিক উপাদানগুলোর মধ্যে কোনো প্রকার পরিবর্তন দেখা দিলে সেখানকার বাস্তুতন্দ্রের ভারসাম্যে ব্যাঘাত ঘটে । এসব পরিবর্তন অবশ্যই ধীর এবং ধারাবাহিক এই পরিবর্তনের সাথে খাপ খাওয়ানোর জন্য সেখানে বসবাসরত জীবের মধ্যেও পরিবর্তন সাধিত হয়। ফলে যে জীববৈচিত্র্যের সৃষ্টি হয়, তাকেই বলা হয় বাস্তুতান্দ্রিক বৈচিত্র্য একটি ছোট পুকুরের বাস্তুতন্ত্রে যেসব উদ্ভিদ এবং প্রাণীর বসতি গড়ে উঠে তা নদীর বাস্তুতন্ত্র থেকে ভিন্নতর বন, তৃণভূমি, হৃদ, নদী, জলাভূমি, পাহাড়, সাগর, মরুভূমি প্রভৃতি বাস্তুতন্ত্রে গড়ে উঠে নিজস্ব বৈশিষ্ট্যসমৃদ্ঘধ এক একটি"
T1552,10,সমন্বয়,পারকিনসন রোগ,কারণ,ব্যতিক্রম হিসেবে যুবক-যুবতীদেরও হতে পারে,"পারকিনসন রোগ মস্তিষ্কের এমন এক অবস্থা, যেখানে হাতে ও পায়ের কাঁপুনি হয় এবং আক্রান্ত রোগীর নড়াচড়া, হাঁটাহাঁটি করতে সমস্যা হয়। এ রোগ সাধারণত 50 বছর বয়সের পরে হয়। তবে ব্যতিক্রম হিসেবে যুবক-যুবতীদেরও হতে পারে। এই ক্ষেত্রে রোগটি তার বংশে রয়েছে বলে ধরা হয়।"
T0186,2,জীবকোষ ও টিস্যু,রাইবোজোম,কাজ,প্রোটিন সংশ্লেষণ,"প্রাণী এবং উদ্ভিদ উভয় ধরনের কোষেই এদের পাওয়া যায়। এই ঝিল্লিবিহীন বা পর্দাবিহীন অঙ্গাণুটি প্রধানত প্রোটিন সংশ্লেষণে সাহায্য করে। প্রোটিনের পলিপেপটাইড চেইন সংযোজন এই রাইবোজোমে হয়ে থাকে। এছাড়া রাইবোজোম এ কাজে প্রয়োজনীয় উৎসেচক সরবরাহ করে থাকে। উৎসেচক বা এনজাইমের কাজ হলো প্রাণরাসায়নিক বিক্রিয়ার গতি বাড়িয়ে দেওয়া । উল্লেখ্য, মাইটোকন্ডরিয়ার ম্যাট্রিক এবং প্লাস্টিডের স্ট্রোমাতেও রাইবোজোম থাকে, যেগুলো এঁ অঙ্গাণুসমূহের নিজস্ব ডিএনএ-এর সংকেত অনুযায়ী প্রোটিন সংশ্লেষণে অংশ নেয়, ঠিক যেমন একটি ব্যাকটেরিয়া কোষের সাইটোপ্লাজমে অবস্থিত রাইবোজোম সেই কোষের জন্য প্রোটিন সংশ্লেষণ করে। জৈব অভিব্যক্তির "
T0108,2,জীবকোষ ও টিস্যু,বট গাছ,প্রকার,বহুকোষী জীব,"প্রতিটি জীবদেহ কোষ দিয়ে তৈরি। একটিমাত্র কোষ দিয়ে প্রতিটি জীবের জীবন শুরু হয়। বিভাজনের মাধ্যমে কোষের সংখ্যাবৃদ্ধি জীবদেহের একটি স্বাভাবিক এবং অতি গুরুত্বপূর্ণ বৈশিষ্ট্য। কোনো কোনো জীবের দেহ একটিমাত্র কোষ দিয়ে গঠিত। এদের বলা হয় এককোথষী (৮৮1০9110131) জীব, যেমন ব্যাকটেরিয়া, আ্যামিবা, প্লাজমোডিয়াম ইত্যাদি। এককোষী জীব বিভাজনের মাধ্যমেই একটি থেকে অসংখ্য এককোষী জীব উৎপন্ন করে। আবার অনেক জীব একাধিক কোষ দিয়ে গঠিত। এদের বলা হয় বহুকোষী (01010091118) জীব। মানুষ, বট গাছ, তিমি মাছ ইত্যাদি জীব কোটি কোটি কোষ দিয়ে গঠিত। বিশালদেহী একটি বট গাছের সূচনাও ঘটে একটি মাত্র কোষ (জাইগোট বা নিষিক্ত ডিম্বাণু) থেক"
T1094,6,জীবে পরিবহন,অণুচক্কিকা,অংশ,"গোলাকার, ডিম্বাকার অথবা রড আকারের","(11) অণুচক্কিকা বা ধ্রস্বোসাইট ইংরেজিতে এদেরকে প্লেইটলেট (00180661698 বলে। এগুলো গোলাকার, ডিম্বাকার অথবা রড আকারের হতে পারে। এদের সাইটোগ্লাজম দানাদার এবং সাইটোগ্লাজমে কোষ অঙ্গাণু- মাইটোকন্ট্রিয়া, গলজি বস্তু থাকে; কিন্ছু নিউক্লিয়াস থাকে না। অনেকের মতে, অণুচক্রিকাগুলো সম্পূর্ণ কোষ নয়; এগুলো অস্থি মজ্জার বৃহদাকার কোষের ছিন্ন অংশ। অণুচক্রিকাগুলোর গড় আয়ু ৫-১০ দিন। পরিণত মানবদেহে প্রতি ঘনমিলিমিটার রক্তে অণুচক্রিকার সংখ্যা প্রায় আড়াই লাখ। অসুস্থ দেহে এদের সংখ্যা আরও বেশি হয়।"
T0535,5,"খাদ্য, পুষ্টি ও পরিপাক",কীটনাশক,লক্ষণ,বিষাক্ত খাদ্যের প্রভাবে স্বাস্থ্যবঝুঁকের আশঙ্কা,"মজুত খাদ্যে এবং সবজিতে কীটনাশক ব্যবহার করা হয়। কীটনাশকের বিষান্ততার সময় শেষ হবার আগেই দ্রব্যাদি বাজারজাত করলে বিষাক্ত খাদ্যের প্রভাবে স্বাস্থ্যবঝুঁকের আশঙ্কা থাকে । এতে শিশুরাই ক্ষতিগ্রস্ত হয় বেশি। তাদের শরীরের বাড়ন্ত কোষে এই বিষাক্ত কীটনাশক বিরূপ প্রভাব ফেলে । ফলে একদিকে যেমন শিশুর মনের বিকাশ ব্যাহত হয়, অন্যদিকে তারা নানা রকমের অসুস্থতায় ভূগে থাকে৷"
T1016,6,জীবে পরিবহন,স্থলজ উদ্ভিদ,কারণ,প্রস্বেদন বা বাঞ্পমোচন প্রক্রিয়া,"পানি ছাড়া জীবন কল্পনা করা যায় না। উদ্ভিদ প্রধানত মূল দিয়ে তার প্রয়োজনীয় পানি শোষণ করে। শোষিত পানির অতি সামান্য অংশ উদ্ভিদের বিভিন্ন জৈবিক কার্যাবলির জন্য ব্যয় হয়। অবশিষ্ট পানি উদ্ভিদের বায়বীয় অংশ দিয়ে বাধ্পাকারে বাইরে বের হয়ে যায়। সাধারণত স্থলজ উদ্ভিদ যে শারীরতন্ত্বীয় প্রক্রিয়ায় তার বায়বীয় অঙ্গের মাধ্যমে বাধ্পাকারে পানি বের করে দেয়, সেটাই প্রস্বেদন বা বাঞ্পমোচন প্রক্রিয়া। এ কাজটি তার বায়বীয় অঙ্গের কোন অংশের মাধ্যমে ঘটে, তার ভিত্তিতে এদের তিন ভাগে ভাগ করা হয়েছে, যথা: পত্ররন্ধীয় প্রস্বেদন, কিউটিকুলার প্রস্বেদন ও লেন্টিকুলার প্রস্বেদন।"
T1003,6,জীবে পরিবহন,পাতা,অংশ,খাদ্য জমা থাকে,"তোমরা আগেই জেনেছ যে উদ্ভিদ অভিস্রবণ পদ্ধতিতে পানি গ্রহণ করে। এ পানি জাইলেম ভেসেলের মাধ্যমে সুউচ্চ বৃক্ষের সর্বোচ্চ স্থানের পাতায়ও পৌঁছে যায়। পাতা সালোকসংশ্লেষণ প্রক্রিয়ায় এ পানি ব্যবহার করে। আলোর উপস্থিতিতে ক্লোরোপ্লাস্টে বায়ু থেকে গৃহীত (০, এবং মাটি থেকে গৃহীত পানির সংমিশ্রণে শর্করাজাতীয় খাদ্য উৎপন্ন হয়। এ উৎপন্ন খাদ্য উদ্ভিদের বিভিন্ন অংশে চলে যায়। উদ্ভিদের প্রতিটি কোষই এ খাদ্য ব্যবহার করে শ্বসন প্রক্রিয়ায় তার বিপাকীয় কাজ চালানোর প্রয়োজনীয় শত্তির যোগান দেয়। এ কাজের পর যতটুকু খাদ্য অবশিষ্ট থাকে, সেগুলো উদ্ভিদের বিশেষ বিশেষ অঞ্চলে সঞ্চিত থাকে। বিভিন্ন ফল এবং বীজ ছাড়াও কাণ্ড (যেম"
T1879,11,জীবের প্রজনন,মাঝের কোষ,কারণ,বড়,এর পরবর্তী ধাপে দুই মেরু থেকে একটি করে নিউক্লিয়াস ভ্রণথলির কেন্দ্রস্থলে এসে পরস্পরের সাথে মিলিত হয়ে ডিপ্লয়েড (21) গৌণ নিউক্লিয়াস ($৩০০০1৭031% 17001605) সৃষ্টি করে। দুই মেরুর গর্ভযন্ম (855 3813605) বলে। এর মাঝের কোষটি বড়। একে ডিম্বাণু (৮55) এবং অন্য কোষকে সহকারী কোষ (57918105) বলা হয়। গর্ভযন্দ্রের বিপরীত দিকের কোষ তিনটিকে প্রতিপাদ কোষ (4000031] ০০]]5) বলে। এভাবেই ভ্ণথলির গঠন প্রক্রিয়া শেষ হয়।
T1137,6,জীবে পরিবহন,অন্তঃম্তর,অংশ,সবচেয়ে ভিতরের স্তর,"অন্তঃম্তর (01400810111): এটি সবচেয়ে ভিতরের স্তর। হৃৎপিণ্ডের প্রকোষ্ঠগুলো অন্তঃস্তর দিয়ে আবৃত এই স্তরটি হৃৎপিণ্ডের কপাটিকাগুলোকেও আবৃত করে রাখে ৷ হৃৎপিণ্ডের ভিতরের স্তর ফাঁপা এবং এবং বাম অলিন্দ (15116 & 16 ৪0110) বলে এবং নিচের প্রকোষ্ঠ দুটিকে ডান এবং বাম নিলয় (11810 & 160 ঘ০0106) বলে। অলিন্দ দুটির প্রাচীর তুলনামূলকভাবে পাতলা, আর নিলয়ের প্রাচীর পুরু । অলিন্দ এবং নিলয় যথাক্রমে আন্তঃঅলিন্দ পর্দা এবং আন্তঃনিলয় পর্দা দিয়ে পরস্পর পৃথক থাকে।"
T2159,13,জীবের পরিবেশ,বাস্তুতন্ত্রের কোনো একটি ট্রফিক লেভেলে,পরিমাণ,90% তাপ হিসেবে পরিবেশে বিমুক্ত হয় কিংবা আংশিকভাবে অব্যবহৃত থেকে যায়,"খাদ্যশিকলের প্রতিটি স্তরকে ট্রফিক লেভেল বলে। সে হিসেবে উৎপাদক, প্রথম স্তরের খাদক, দ্বিতীয় স্তরের খাদক এবং চূড়ান্ত স্তরের খাদক প্রত্যেকেই এক একটি ট্রফিক লেভেল। বাস্তুতন্ত্রে উৎপাদক প্রথম বা সর্বনিম্ন ট্রফিক লেভেলের প্রতিনিধিত্ব করে। তৃণভোজী খাদক অর্থাৎ প্রথম স্তরের খাদক দ্বিতীয় ট্রফিক লেভেলের প্রতিনিধি। এভাবে নিম্ন স্তরের মাংসাশী প্রাণী তৃতীয় ট্রফিক লেভেল এবং উচ্চ পর্যায়ের মাংসাশী প্রাণী সর্বোচ্চ ট্রফিক লেভেলের প্রতিনিধিত্ব করে। কোনো খাদ্যশিকলের উৎপাদক বা সর্বনিন্ন ট্রফিক লেভেলে সূর্য থেকে যে শক্তি সংগৃহীত হয়, পরবর্তী প্রতিটি ট্রফিক লেভেলে তার কিছু অংশ তাপ হিসেবে বেরিয়ে যায়। এজন্য দেখা "
T0371,2,জীবকোষ ও টিস্যু,আ্যাক্সন,অংশ,লম্বা স্নায়ুতন্তু,"ক্ষুদ্র ক্ষুদ্র প্রলম্বিত অংশকে ডেনড্রন বলে। ডেনড্রন থেকে যে শাখা বের হয়, তাদের ডেনড্রাইট বলে। ডেনড্রাইটের সংখ্যা এক বাএকাধিক হতে পারে৷ নিউরনের কোষদেহ থেকে একটি লম্বা স্নায়ুতন্তু পরবর্তী নিউরনের ডেনড্রাইটের সাথে যুক্ত থাকে, তাকে আ্যাক্সন বলে। একটি নিউরনের একটি মাত্র আ্যাক্সন থাকে৷ পরপর দুটি নিউরনে প্রথমটির আযাক্সন এবং পরেরটির ডেনড্রাইটের মধ্যে একটি য়নায়ুসন্ধি গঠিত হয়, তাকে সিন্যাপস ($দ118056) বলে। সিন্যাপসের মধ্য দিয়েই একটি নিউরন থেকে উদ্দীপনা পরবর্তী নিউরনে পরিবাহিত হয়। স্নায়ুটিস্যু উদ্দীপনা গ্রহণ করে মস্তিষ্কে প্রেরণ করে এবং মস্তিষ্ক তাতে সাড়া দেয়। উচ্চতর প্রাণীতে য্নায়ুটিস্যু স্ম"
T0378,2,জীবকোষ ও টিস্যু,অভ্যন্তরীণ অঙ্গ,অবস্থান,"পাকস্থলী, ডিওডেনাম, ইলিয়াম, মলাশয়, হৃৎপিণ্ড, যকৃৎ, অগ্মযাশয়, প্লীহা, ফুসফুস, বৃক্ক, শুক্রাশয়, ডিম্বাশয়","অবস্থানভেদে মানবদেহে দুধরনের অঙ্গ আছে। চোখ, কান, নাক, হাত, পা, মাথা-- এগুলো বাহ্যিক অঙ্গ। বাহ্যিক অঙ্গসংস্থান সম্বন্ধে জীববিজ্ঞানের যে শাখায় বিশদভাবে আলোচনা করা হয়, তাকে বহিঃঅঙ্গাসংস্থান (ঢ0611031] 14০10101057) বলে। আর জীবদেহের ভিতরের অঙ্গগুলো সম্বন্ধে জীববিজ্ঞানের যে শাখায় বিশদভাবে আলোচনা করা হয়, তাকে অন্তঃঅঙ্জসংস্থান (110091173] 17011101057 বা /10300107) বলে। পাকস্থলী, ডিওডেনাম, ইলিয়াম, মলাশয়, হৃৎপিণ্ড, যকৃৎ, অগ্মযাশয়, প্লীহা, ফুসফুস, বৃক্ক, শুক্রাশয়, ডিম্বাশয়__ এগুলো হচ্ছে মানবদেহের অভ্যন্তরীণ অঙ্গ ৷ সমন্বয়ে বিভিন্ন তত্র গঠিত হয়। নিচে মানবদেহের কয়েকটি উল্লেখযোগ্য তন্ত্রের ধারণা "
T0018,1,জীবন পাঠ,বৈশিষ্ট্য,কাজ,উন্ত টিস্যুতন্দ্র বিদ্যমান,"বৈশিষ্ট্য: এরা প্রকৃত নিউক্লিয়াসযুক্ত সালোকসংশ্লেষণকারী উদ্ভিদ। এদের দেহে উন্নত টিস্যুতন্দ্র বিদ্যমান। এদের ভ্রণ সৃষ্টি হয় এবং তা থেকে ডিপ্লয়েড পর্যায় শুরু হয়। প্রধানত স্থলজ, তবে অসংখ্য জলজ প্রজাতি আছে। অর্থাৎ আকার, আকৃতি অথবা শারীরবৃত্তীয় পার্থক্যবিশিষ্ট ভিন্নধর্মী দুটি গ্যামেটের মিলনের মাধ্যমে যৌন জনন সম্পন্ন হয়।"
T0550,5,"খাদ্য, পুষ্টি ও পরিপাক",পৌন্টিকনালি,অংশ,মুখ,"৫.৮.১ পৌন্টিকনালি মুখগহ্বর থেকে পায়ুপথ পর্যন্ত বিস্তৃত এই নালিপথ কোথাও সরু আবার কোথাও প্রশস্ত । এর প্রধান অংশগুলো নিম্নরূপ: (1) মুখ (04০৮৮) মুখ থেকে পৌন্টিকনালির শুরু হয়। এটি নাকের নিচে আড়াআড়ি একটি বড় ছিদ্র, যেটি উপরে এবং নিচে ঠোঁট দিয়ে বেষ্টিত থাকে। (2) মুখগহ্বর (8০০৪] পাচ)"
T1491,9,দৃঢ়তা প্রদান ও চলন,পেশি,কারণ,চাপটানের বিরুদ্ধে যাত্রিক প্রতিরোধ গড়ে তোলে,"পেশি এবং টেনডনের সংযোগস্থলে টেনডন তন্তুগুলো পেশিতন্তুর সারকোলেমায় সংযোজিত হয়৷ পেশি এবং টেনডনের সংযোগকে আরও শক্তিশালী করার জন্য টেনডনের আঁটিগুচ্ছ বেষ্টনকারী আ্যারিওলার টিস্যু, পেশি বান্ডিল বা আঁটির আবরক টিস্যুর সাথে অবিচ্ছিন্ন যোগাযোগ তৈরি করে । টেনডন বেশ শত্ত। অস্থি বা পেশির তুলনায় টেনডনের ভেঙে বা ছিড়ে যাওয়ার সম্ভাবনা অনেক কম, তবে কোনোভাবে যদি তা ছিঁড়ে যায়, তাহলে সহজে জোড়া লাগে না। পেশিবন্ধনী পেশিপ্রান্তে রজ্জ্ুর মতো শত্ত হয়ে অস্থির সাথে সংযুক্ত থাকে। পেশি অস্থির সাথে আবদ্ধ হয়ে দেহকাঠামো গঠনে, দৃঢ়তা দানে, অস্থিবন্ধনী গঠনে সাহায্য করে এবং চাপটানের (৮915116 501617807) বিরুদ্ধে যাত্দ্র"
T1398,8,রেচন প্রক্রিয়া,বৃক্ধের পাথর,লক্ষণ,রক্ত বের হয়,প্রাথমিকভাবে বৃক্ধে পাথর হলে তেমন সমস্যা ধরা পড়ে না। সমস্যা হয় যখন পাথর প্রস্রাব নালিতে চলে আসে এবং প্রস্রাবে বাধা দেয়। উপসর্গ হিসেবে কোমরের পিছনে ব্যথা হবে। অনেকের প্রস্রাবের সাথে রক্ত বের হয়। অনেক সময় কাঁপুনি দিয়ে জ্বর আসে । বৃক্ধের পাথরের চিকিৎসা নির্ভর করে পাথরের আকার এবং অবস্থানের উপর । সাধারণত অধিক পানি গ্রহণ এবং ওঁষধ সেবনে পাথর অপসারণ করা যায়। আধুনিক পদ্ধতিতে ইউরেটারোস্কোপিক কিংবা আল্ট্রাসনিক লিথট্রিপসি অথবা বৃক্ধে অস্ত্রোপচার করে পাথর অপসারণ করা যায়।
T2114,13,জীবের পরিবেশ,জীববৈচিত্র্য,কাজ,ব্যাখ্যা করতে পারব,* খাদ্যশিকল বা খাদ্যশৃঙ্খল সীমিত রাখতে শত্তি পিরামিডের প্রভাব ব্যাখ্যা করতে পারব; * জীববৈচিত্র্য এবং জীববৈচিত্র্যের প্রকারভেদ ব্যাখ্যা করতে পারব; * পরিবেশের ভারসাম্য রক্ষায় বিভিন্ন জীবের মধ্যে মিথক্ষিয়া ও আন্তঃনির্ভরশীলতা ব্যাখ্যা করতে পারব; * পরিবেশ সংরক্ষণ পদ্ধতি ব্যাখ্যা করতে পারব; * পরিবেশের ভারসাম্য রক্ষায় পরিবেশ সংরক্ষণের গুরুত্ব বিশ্লেষণ করতে পারব;
T0340,2,জীবকোষ ও টিস্যু,জাইগোট,কাজ,জীবদেহ গঠন,হয়ে নতুন জীবের দেহ গঠনের সূচনা করে। পুং ও স্ত্রী জননকোষের মিলনের ফলে সৃষ্ট এই প্রথম কোষটিকে জাইগোট (758০0866) বলে। জাইগোট বারবার বিভাজনের মাধ্যমে জীবদেহ গঠন করে। ২.২ উদ্ভিদ ও প্রাণিকোষের প্রধান অঙ্গাণু এবং তাদের কাজ উচ্চশ্রেণির উদ্ভিদ ও প্রাণীরা সকলেই প্রকৃত কোষী। প্রতিটি কোষ কতগুলো অঙ্গাণু নিয়ে তৈরি হয়। চিত্র ২.০২: প্রাণিকোষের প্রধান অঙ্গাণগুসমূহ জীবকোষ ও টিস্যু ২১
T1926,11,জীবের প্রজনন,উচ্চশ্রেণির জীব,কাজ,জটিল প্রক্রিয়ায় যৌন জনন সংঘটিত হয়,প্রজনন না হলে জীবের অস্তিত্ব বিলোপ হয়ে যেত । ব্যাকটেরিয়া থেকে শুরু করে মানুষ পর্যন্ত সকল জীব এভাবে বংশধর সৃষ্টি করে প্রজাতির অস্তিত্ব টিকিয়ে রাখে। তবে কী উপায়ে প্রজনন ঘটবে তা জীবের বৈশিষ্ট্যের উপর নির্ভর করে। এ জন্যই নিম্নশ্রেণির জীব কোষ বিভাজনের মাধ্যমে জনন ঘটায় আবার উচ্চশ্রেণির জীবে জটিল প্রক্রিয়ায় যৌন জনন সংঘটিত হয়।
T1773,10,সমন্বয়,রোগ,কারণ,বংশগতি এবং পরিবেশের প্রভাবে হয়ে থাকে,"সমন্বয় ২২৩ না কোনো পর্যায়ে ইনসুলিনের স্থায়ী ঘাটতি হয়ে যেতে পারে কিংবা বিভিন্ন অসুখ বা চিকিৎসাপদ্ধতির অংশ হিসেবে সেই সব ওঁষধ বন্ধ রাখতে হতে পারে, তখন ইনসুলিন ছাড়া উপায় থাকে না। এ রোগটি সাধারণত বংশগতি এবং পরিবেশের প্রভাবে হয়ে থাকে । এটি সংক্রামক বা ছোঁয়াচে রোগ নয়।"
T1357,8,রেচন প্রক্রিয়া,বোম্যান্স ক্যাপসুল,অবস্থান,গ্লোমেরুলাসকে বেষ্টন করে,বৃক্ধের ইউরিনিফেরাস নালিকার ক্ষরণকারী অংশ এবং কাজ করার একককে নেষ্কন বলে। মানবদেহের প্রতিটি বৃক্ধে প্রায় 10-12 লক্ষ নেষ্রন থাকে ৷ প্রতিটি নেফ্রন একটি রেনাল করপাসল (২618] ০০1%৮50]6) বা মালপিজিয়ান অঙ্জ এবং রেনাল টিউব্যুল (২০173] ৮18]6) নিয়ে গঠিত। প্রতিটি রেনাল করপাসল আবার গ্লোমেরুলাস (01010610105) এবং বোম্যান্স ক্যাপসুল-_ এ দুটি অংশে বিভ্ক্ত। বোম্যান্স ক্যাপসুল গ্লোমেরুলাসকে বেষ্টন করে থাকে।
